,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.37525485284572824,0.45654329780421676,0.5025504601096031,0.5565166618516741,0.6418172394962198,0.6899284361381319,0.7007166791557324,0.6176427243627813,0.6749426546731456,0.7898088888882739,0.7916761953333094,0.5322284567097881,0.3636441374549708,0.6004413115510597,0.4717927772063091,0.4027937763894216,0.48563385762423694,0.6590459177248795,0.32652387309324915,0.5445049356079039,0.6977229295045255,0.6461823979482002,0.6694041882360207,0.4671442062651918,0.5465681754904006,0.4792221782399686,0.511863871478135,0.6117967273817673,0.2925005444909612,0.7096993490358106,0.5110046099877366,0.29394211912251933,0.7823529411764705,0.3698664187918878,0.4996728073109966,0.17110042740034714,0.4354393974637869,0.26562113559643485,0.1149338624733609,0.11068790349556679,0.4340753452257289,0.20521494248002625,0.6155005451370155,0.2737276478678723
1,0.5443318112641577,0.631957493049697,0.6533044438517095,0.7324904198931677,0.6642675565630043,0.6992244669605725,0.7341903265391352,0.6184216947073082,0.6308207982232261,0.6618551538958286,0.6500700077973534,0.535478539617543,0.4798327992447682,0.9431173652152454,0.4903854606084814,0.23184316514779502,0.7023072194686795,0.5419218384040163,0.5278271852739764,0.384993161283794,0.49073485308171083,0.8599873879927182,0.6745028915514837,0.7806057151665806,0.6618760384567448,0.40177753851543496,0.5970962350247113,0.9639436449926686,0.36472386145691615,0.5958962311288936,0.6682140715983858,0.3639563795272931,0.44705882352941195,0.16509227372317664,0.1506676498082462,0.28908230535819257,0.445777981256251,0.1108432369560628,0.2692913743319174,0.1677213020559094,0.43083200623414086,0.33374780019703465,0.251542571315559,0.13342503438798303
2,0.3659721755075225,0.611153577828702,0.5790979627555544,0.6123110763886643,0.6058745619567389,0.6020652616538769,0.7739815972024644,0.5583619722887079,0.5283795569854419,0.5706618914891237,0.7766527912021388,0.6171304476326895,0.6478645855440717,0.3616557799108324,0.24706932097522794,0.2154807568249777,0.493047207655704,0.49118746800594604,0.434641276088195,0.43749222575788504,0.5037906342160463,0.6901108662855915,0.6038353136027128,0.5140245990905061,0.5296042243189003,0.43239140190276615,0.491797816836292,0.4775102120834305,0.27092055271882565,0.5413664260915088,0.37898558310458696,0.20850594838568792,0.835294117647059,0.5293655147281431,0.5207036124180995,0.2706494201250962,0.34846477322267866,0.3655973048472312,0.18943316156688184,0.1877005848853308,0.4657706489164326,0.37646605646400033,0.5462003437497884,0.46629986244829524
3,0.11911444957138428,0.5020752705061682,0.45447280653883126,0.5288051753212244,0.5673270903001821,0.5467402609925784,0.4670156622484001,0.23559727331030444,0.354719660461285,0.5185951550203072,0.6022515240957773,0.2155605626953161,0.4645334313210028,0.3121446543911377,0.46008720057826635,0.2778043346996042,0.5678307224603851,0.6546076445161324,0.38660098113924946,0.5608822380047691,0.5564835869120088,0.39080123846927073,0.367896007470657,0.46752734438355414,0.4355988821109431,0.15941147565670022,0.5384417670209372,0.5745994332946864,0.17905519006479764,0.5541091268027731,0.5599599982164891,0.18876061870698457,0.9294117647058826,0.5437795292480503,0.8570624105756388,0.3279472459602175,0.2540484460366663,0.4580588677141737,0.41195900308595057,0.1914059898885725,0.5467076951594194,0.20694277581731058,0.7543908253561522,0.38376891334246466
4,0.7206283403714906,0.8982206178370689,0.702595569953246,0.6051911531783389,0.6240858006322583,0.598043317193401,0.7427472065665484,0.6383330540134011,0.6659371228124087,0.6039195164303237,0.6450098664461734,0.6845951704440267,0.6010390947872688,0.7371298393491604,0.578189853296722,0.40253286292000556,0.7279913293752034,0.5435941982992705,0.540193726621033,0.5976896380801344,0.4351036015030667,0.6374824397424685,0.6122663407571505,0.526971351933061,0.6125144643649731,0.41238974431376096,0.4594421324731952,0.7747075752476,0.3593513777830015,0.5742107847003464,0.6781322085206183,0.4543614401892677,0.664705882352941,0.17905573780019918,0.3888738952110242,0.42949692553941077,0.5889442885494738,0.17995121725191865,0.23010591246229595,0.25557375281602646,0.12683737006546636,0.2367571896070082,0.3529744895900855,0.15543328748276508
5,0.5448306078163228,0.7447647633197789,0.6940855949922593,0.6609508689149379,0.7223633101472728,0.7294905511566867,0.8257686907127209,0.7491136603261452,0.6341420126331627,0.7565396256661074,0.8421978308902567,0.6115177284214042,0.5522186337474366,0.6459124065206631,0.5700497510517226,0.5527494944718654,0.5827551205077532,0.6701409090240609,0.5786062180996492,0.6722474276308557,0.651459262736342,0.578218096717575,0.6435537413539505,0.8287812831168981,0.5198373218265795,0.41649196363986984,0.6130364528749741,0.6581378221209828,0.6397838322867972,0.5217247529186508,0.607781953828205,0.46777486368177357,0.7941176470588238,0.164607084815308,0.4923969012850937,0.31004372927668555,0.34439164826438606,0.06302552743641066,0.03185185810329827,0.11185380365096265,0.260920240178379,0.20053046432761334,0.41630484776495,0.1911966987620417
6,0.48179932226565825,0.6284644103139954,0.5899036326431428,0.7385780779551396,0.7210722397289828,0.7982496691008691,0.7701546788322844,0.5383645136855648,0.49729381048672394,0.526805183287081,0.648538693721548,0.4031471339616246,0.5665521187922855,0.32206432166968235,0.3225331493841903,0.39413280172932197,0.3503078070052177,0.6521948255594179,0.34604728211604563,0.650093868794344,0.38368421488628535,0.19303808704697367,0.43739430354786624,0.4853834735130711,0.4473208902487773,0.18424208372730355,0.5474032162611451,0.4057523456210088,0.5059187607961899,0.5370276333645432,0.44144687331991683,0.21215603306721675,0.9294117647058826,0.6987286124000232,0.7603259712300203,0.23316890669593704,0.5444149789609494,0.31527879094947053,0.32797292833297575,0.1473702675073163,0.44795360179472254,0.25854326470560807,0.8090406108487702,0.48830811554330467
7,0.5284712718400328,0.6851099896836672,0.675978791475984,0.8236066667703881,0.7934179894197086,0.6907319986524953,0.507299261808555,0.3416440081880978,0.37681902039224724,0.26206027172452195,0.5761450071587433,0.5911958140355864,0.49871422166880386,0.4673691435313979,0.17941720196553312,0.22579123678155932,0.43419756757694605,0.512964943283702,0.4083690912019513,0.3889418656785413,0.44787836661857305,0.13025939223843963,0.4407266545773876,0.6574683329341138,0.4923521700075639,0.04098721086074342,0.4789062824906445,0.5762165633611183,0.13347098295311177,0.26276829022928005,0.518113339950645,0.23811457187546292,0.8000000000000003,0.5975559078376125,0.4990854659943518,0.21186564807544528,0.2156063394305736,0.37019121734010874,0.3659366067555503,0.32109189665137094,0.6011720276657755,0.4594272052780397,0.655734220231329,0.5020632737275719
8,0.47352028574221094,0.45082574647415186,0.4092554106932198,0.3484073685560247,0.5405753150367332,0.5645435810279764,0.6152277006995064,0.5066985619990874,0.4683939201887597,0.6249958017421591,0.746734578663677,0.5519038141521833,0.5896584848821904,0.5079769326364643,0.42393005690986474,0.3188076621308915,0.31495350774148223,0.7689726826380223,0.18325113165578344,0.6110057372380302,0.4954229675437709,0.3957760303797029,0.5054121797279905,0.27381996961563715,0.39435316592755587,0.18630046571731018,0.6844816327257703,0.26532026921632124,0.22642173600235793,0.38704360255783676,0.3203731490285229,0.22042227600372932,0.8823529411764706,0.6332209322893836,0.8090170340441025,0.2977936300727606,0.18021358941620136,0.43308245980769655,0.39275054240510343,0.2799242584493129,0.3097374478852899,0.06315101517098043,0.8677123369595847,0.4965612104538195
9,0.4153730381343621,0.4473565087097313,0.4908861463216567,0.5515466144553898,0.6387340613975425,0.7731841056843791,0.6975938156394932,0.6457305816835515,0.6297684186303059,0.6574264672561867,0.8829586600410266,0.6839847914308166,0.2338926830537824,0.5778454007655047,0.5423388690535269,0.15981829584652552,0.5973074907511102,0.5435318379952987,0.4983429766591936,0.4812820019643862,0.6907140969183168,0.5799581532383362,0.5393587070166399,0.5854423466053378,0.4187084074056182,0.39452267141658304,0.40811976386841753,0.5985193503509993,0.38517131202923593,0.41691041053146627,0.48197952407435984,0.3372684508234993,0.7470588235294118,0.39841133909581133,0.5340905548820178,0.07629787119333287,0.4090451182999484,0.23204075447181083,0.2714820684028929,0.18151686730096017,0.28485944297717225,0.27334129790773787,0.5385223632942466,0.3782668500687123
